raw_text,cleaned_words
루미가 헌터릭스 맴버들과 셀린에게 좋지 못한 대우를 당하고 바로 모두를 다시 하나로 모으는 전개는 좀 엉성했다 러브 스토리를 강조하거나 진우를 구하기 위해서라거나 맴버들과의 추억을 트리거로 삼는다거나 다른 이유라도 있었으면 더 매끄러운 작품이 되지 않았을까 싶다,루미 헌터 릭스 버들 셀린 대우 당하다 바로 모두 다시 하나로 전개 성하다 러브 스토리 강조 거나 진우 위해 라거 버들 추억 트리 다른 이유 매끄럽다
달고 짜고 맛있는 기성품,맛있다 기성품
산산조각으로 살아갈 수가 있지,산산조각 수가
세계를 구해줘서 고마워 그치만 연애는 안돼 알계 오천개 파인다,세계 고맙다 연애 오천
테슬라 사이버 트럭,테슬라 사이버 트럭
저승사자와 호랑이 케이팝 등등 한국 요소를 잘 섞어 넣음 그래도 내 취향은 아님 너무 오글거려;;,저승사자 호랑이 등등 한국 요소 취향
한국 역사와 문화에 대한 존중을 미국식으로 술술 풀어낸다.,한국 역사 문화 대한 존중 미국 술술
사자가 저승사자였구나,사자 저승사자
고통을 감추고 허망된 꿈을,고통 허망
겨울왕국을 봤을 때의 감동을 얼핏 느꼈다,겨울왕국 감동 얼핏
눈물을 ㅈㄴ 흘렸슨. 우아아앙,눈물 흘렸슨 우아아앙
북창동 순두부,창동 순두부
마이리를소다팝~🎶,마이
"이제는 하나의 정체성으로 자리 잡아, 문화를 주도할 수 있는 위치에 올라선 듯하다.",이제 하나 정체 자리 문화 주도하다 위치
타겟층을 확실히 잡기 위한 제작자들의 흥미롭고 효과적인 선택들.,타겟 확실하다 잡기 제작자 흥미 효과 선택
뭐가 재미있는지 1도 모르겠지만,재미있다
잠깐이지만 듀스의 '나를 돌아봐'나온것도 좋았구~,잠깐 듀스
진우 오빠..,진우 오빠
K팝 K컬쳐 열풍에 같이 탑승하실게요~,컬쳐 열풍 탑승
국뽕 추가 점수~ 더 잘되길,국뽕 추가 점수
스타일과 노래로 치고 빠진다.,스타일 노래
"한국의 미를 표현한 배경, 캐릭터, 아이템들이 전체를 살렸다 (고양이랑 새 귀여워)",한국 밉다 표현 배경 캐릭터 아이템 전체 고양이 귀엽다
2시간짜리 KDA,시간
딸이 유행한다고 해서 먹은 음식 같은 느낌,유행 음식
단순한 스토리여서 더 돋보인 K-pop의 위상,단순하다 스토리 위상
"1부터 10까지 세는데 1도 없고 3, 5, 7, 8, 9도 없는 본격 전개 상실 영화. 근데 있는 2와 4, 6, 10을 야무지게 잘 챙겨서 그저 웃김. 외부에서 한국을 바라보는 시선과 또 언뜻 진짜 한국스러운 지점이 묘하게 뒤섞여서 한국 내 인기는 이유를 알겠는데 글로벌은 왜일까?",부터 본격 전개 상실 야무지다 외부 한국 시선 언뜻 한국 지점 한국 인기 이유 글로벌
장점도 단점도 모두 K팝의 그것을 보는 듯하다,장점 단점 모두 그것
국뽕 차오른다,국뽕
엄마 아빠 안먹어도 배부른데?,엄마 아빠 배부르다
"가수가 두 그룹뿐이라 아쉽지만 호랑이 너무 귀엽고ㅜ 뻔하지만 뻔한 데에는 이유가 있고ㅠ 나는 나라는 노래가 옛날부터 꾸준히 나오는 거보면 어렵긴 한가보다ㅜ 숨지 않아, 거짓말하지 않아, 당연하고 맞는 데 어렵다.",가수 그룹 아쉽다 호랑이 귀엽다 뻔하다 뻔하다 이유 나라 노래 옛날 꾸준하다 어렵다 가보 거짓말 당연하다 어렵다
한국인이라면 한번쯤 볼만한 작품,한국인 라면 한번
노래 개조흠,노래 개조
미국의 북창동순두부찌개도 궁금하다.,미국 창동 순두부찌개 궁금하다
에ㅅ파와 엔ㅎㅇ픈이 싸우고썸타고싸우고썸타다 영화가 끝남 아 웃겨,타고
굿하면 사자보이즈 완전체 컴백 가능한가요,사자 보이즈 완전체 컴백 가능하다
재밌음 노래가 ㄹㅇ좋음,재밌다 노래
케이팝이라는 장르가 사랑받는 이유.,장르 이유
개킹 받는데 노래가 너무 좋음,개킹 노래
"K팝과 한국적인 요소들이 주는 이질적인 조합의 신선함과 반가움은 있었으나...이 매력적인 요소들이 그저 피상적인 결합을 넘어, 새로운 화학작용까지 만들어내는 것이야말로 이 좋은 재료에 대한 최소한의 예의이자, 오늘날 관객의 기준에 부응하는 길이 아닐까?",한국 요소 질적 조합 신선하다 반갑다 매력 요소 피상 결합 새롭다 화학 작용 재료 대한 최소한 예의 이자 오늘날 기준 부응 길이
가나디 가나디 파란 가나디~,가나 가나 파란 가나
익숙한 주제의식에 케이팝을 더하고 디테일까지 엄청나다.,익숙하다 의식 더하다 디테일 엄청나다
호랑이는 고양이가 맞다 ..,호랑이 고양이
소다팝 노래 중독되서 별점 1개 더,노래 중독
케이팝보단 K/DA를 위시한 무언가가 떠올랐지만 ㅋㅋㅋ 비주얼은 잘 뽑았다,위시 무언가 비주
복근 꺼져!,복근
한국 대중 감성은 원래 이렇게 싸구려에 천박한 맛이지요.,한국 대중 감성 원래 싸구려 천박하다 이지
진짜 영화는 이상한데 묘하게 재미있음,이상하다 재미있다
한글이 보이고 한국말이 들리는게 신기해,한글 보이 한국말 신기하다
"의외의 조합, 골든 하모니.",의외 조합 하모니
케이팝의 위상과 한국의 다채로운 모습이 담긴 걸작 애니,위상 한국 모습 걸작 애니
"‘우리는 두려움과 결점을 꼭꼭 숨겨야 해.‘ 케이팝과 한국 문화가 적절히 녹아서 달달한 무지개빛 솜사탕 같이 달달하다. 10-20년 전이었다면 전세계 화제인 애니메이션을 뉴스에서도 대대적으로 보도했을 텐데, 그러지 않을 만큼 이제 케이컬쳐가 대세인 세상에서 살고 있구나. 김구 선생이 원하던 세상이 온 건가.",우리 두려움 결점 꼭꼭 한국 문화 적절하다 달달 무지개 솜사탕 달달 전세계 화제 애니메이션 뉴스 대적 보도 만큼 이제 케이 컬쳐 대세 세상 김구 선생 원하다 세상 건가
선생님이 꾸던 꿈이 이런 거였겠져?,선생님
그냥 러브 헌터스 아닙니까,러브 헌터스
음악이 신나! 한국 전통 문화 살린 애니메이션이 전세계에 울려퍼지는데서 오는 짜릿함!,음악 신나다 한국 전통 문화 애니메이션 전세계 짜릿하다
조이 눈나 포카 굳즈 내주세요,조이 포카 굳다
"'설마 이걸 끝까지 보겠어?' 하고 켰다가 끝까지 보게 만든 명확한 컨셉, 확실한 타겟팅, 키취한 개그 코드. 기획 콘텐츠로서의 본분은 그럭저럭.",설마 명확하다 컨셉 확실하다 타겟 키취 개그 코드 기획 콘텐츠 로서 본분
무당이랑 악귀로 푼게 너무 웃기닼ㅋㅋㅋㅋ신박,무당 악귀 웃기
그리고 솔직히 루미와 진우의 러브스토리 넘 로맨틱해.,솔직하다 루미 진우 러브스토리 로맨틱
+살다살다 애니에서 로맨스 씬에 한국 발라드가 나오는 장면을 보다니 정말 오래 살고 볼 일이야…,애니 로맨스 한국 발라드 장면 일이
뻔한 이야기에 좋은 음악과 호랑이와 까마귀가 서비스!,뻔하다 이야기 음악 호랑이 까마귀 서비스
슬렁슬렁 하다 마지막엔 집중하고 말았다리..,마지막 집중
호랑이 귀여워,호랑이 귀엽다
이것이 21세기 K-디즈니,세기 디즈니
"꽤나 정직하게 한국적인 문화, 그러나 정서는 명백히 서구 기독교적. 그래도 호랑이가 귀여워",정직하다 한국 문화 정서 명백하다 서구 기독교 호랑이 귀엽다
나 이런 거 좋아하네,좋아하다
노래 좋네,노래
ost는 앞으로도 계속 들을듯.,계속
좋은 노래가 나올 때마다 한드식 극적 연출로 개콘이 되,노래 극적 연출 개콘
소재와 주제의 일체화,소재 주제 일체
노래 개좋네;,노래
그래 이럴 땐 팔짱을 풀고 그냥 국뽕에 취하자,팔짱 국뽕 취하
케이팝 덕후라면 두근거릴 수밖에.,덕후 라면 두근거리다
노래좋당,노래
뮤지컬 방식으로 진행한 것도 좋고 스토리 라인에 연차 쌓인 여돌과 갓데뷔 신인 남돌의 로맨스도 있어서 이것마저 현실 고증 미쳤다; 했는데 화끈한 삭제 엔딩과 우리들의 우정을 봐 멋지지 엔딩 감사합니다,뮤지컬 방식 진행 스토리 라인 연차 데뷔 신인 남돌 로맨스 현실 고증 미치다 화끈하다 삭제 엔딩 우리 우정 멋지다 엔딩
kpop과 한국의 배경들을 많이 넣어서 친숙하다,한국 배경 친숙하다
우리나라.. 대견해,우리나라 대견하다
왜? 우리는 이걸 두고 블랙코미디라며 자조할 여유가 없거든. 이 모든 미감과 촌스러움에 너무 진심이라 어디서부터 어디까지 선을 그어야될지를 모르겠거든. 팬들이 돌들 앞글자따서 CP명을 만들고 남녀가 사랑에 빠질 때 화면에 슬로우가 걸리며 멜론 탑백 노래 나오고 돌팔이 한의사가 판을 치는 걸 두고 함부로 웃어도 될지를 모르겠거든. 아직은 우리가 스스로를 자유롭게 희화화할정도로는 성숙하지 못했다는 작은 의심이 계속해서 발목을 잡거든.,우리 블랙코미디 라며 여유 모든 미감 촌스럽다 진심 부터 어디 글자 남녀 사랑 화면 슬로우 멜론 노래 팔이 한의사 함부로 우리 스스로 자유롭다 희화 화하다 정도 성숙하다 작다 의심 계속 발목
없는게 없는 기분좋은 애니메이션,기분 애니메이션
케이팝 좋아하는 여성 유아용 애니메이션,좋아하다 여성 유아 애니메이션
유치한 스토리를 K팝 비트와 스타일리시한 연출로 채색한 10대 팬들을 위한 수작,유치하다 스토리 비트 스타일리시 연출 채색 수작
쿵푸팬더를 보는 중국인의 심정이랄까,쿵푸팬더 중국인 심정
후반에 여주 각성해서 갑자기 게이밍컴퓨터 되는거 좀 멋있었음,후반 여주 각성 갑자기 게이 컴퓨터 멋있다
이게 뭐꼬,뭐꼬
확실히 한국이 문화적으로 강해지긴 했구나,확실하다 한국 문화 강하다
"복잡하지만 아름다운, 매듭의 중심 서울에서",복잡하다 아름답다 매듭 중심 서울
저승사자 컨셉 너무 좋아서 계속 듣게됨. 찐 한국적 요소 많아서 친숙함,저승사자 컨셉 계속 한국 요소 친숙하다
내용 재밌는지는 모르겠고 진우 잘생김 호랑이 귀여움,내용 재밌다 진우 잘생기다 호랑이
사자옵들 2집도 안내고 하룰라라가심,사자 집도 안내 룰라
와 K컬쳐의 위상이 이렇게까지 높을줄은..,컬쳐 위상 높다
전근대적 세계관을 유지하려는 남성성과 분리주의 래디컬 세력 사이에서,대적 세계관 유지 남성성 분리 주의 디컬 세력 사이
난리났길래 봤는데 저승놈들한테 입덕함,난리 저승 입덕
캐릭터나 전개는 짱구 극장판같았다.. 재밌고 한국적이면 장땡이라서 헛웃음 지으면서 봤음 웃겨..,캐릭터 전개 짱구 극장판 재밌다 국적 장땡 웃음
아이돌 병크 모음집,아이돌 병크 모음
우린 우리 자신일 때 더욱 빛나.,우린 우리 자신 더욱
하지만 스토리라인은 아쉬운 부분이 많은 게 사실임. 차라리 시리즈물로 제작해서 축약된 이야기를 더 들려주었으면 어땠을까 싶음.,스토리 라인 아쉽다 부분 사실 차라리 시리즈 제작 축약 이야기
#헌트릭스는실존한다,트릭 실존
노래 개좋음,노래
"아이돌, 악귀, 케이팝, 멜로, 뮤지컬, 액션, 전통 등 모든 것을 한 곳에 넣으려다 보니 모든 것이 뭉툭하고 가볍게 붕 뜬 것 같은 느낌.",아이돌 악귀 멜로 뮤지컬 액션 전통 모든 모든 뭉툭 가볍다
사자보이즈 고척돔 공연 기원 1일차,사자 보이즈 고척돔 공연 기원 일차
의외로 괜찮지만 내 스타일은 아님,괜찮다 스타일
고양이가너무귀여워요,고양이 귀엽다
생각보다 탄탄한 인물들과 세계관 설정에다가,탄탄하다 인물 세계관 설정
그런 컨셉이시군요…!!!!!!!! 제니카리나장원영엘사 실존,컨셉 카리나 장원영 엘사 실존
유치한데 술술 잘봐짐. 신나는 노래 듣기좋고 우리나라 배경을 잘 살렸다. 헐리웃에서만든 한국배경애니라니. 살다보니 이런날도 오는구나,유치하다 술술 신나다 노래 듣기 우리나라 배경 헐리웃 한국 배경 애니
"한 지역의 고유성이 전 지구적 보편성과 성공적으로 확장된 사례. 그간 외국에서 제작, 묘사된 한국적 문화 코드는 다소 엉뚱하거나 종종 오류 투성이었으나 마침내 이 작품에 이르러 자국인들도 납득할 수 있는 결과물에 다다른 듯 보인다. 하나의 예술과 문화 업계를 생각할 때 각 개가 가지고 있는 고유함은 무엇이고 그 고유함을 지키되 어떻게 확장되고 보편화 될 수 있는지 고민해 볼 때이다.",지역 유성 지구 보편성 성공 확장 사례 그간 외국 제작 묘사 한국 문화 코드 다소 엉뚱하다 종종 오류 마침내 자국 납득 결과물 하나 예술 문화 업계 가지 고유 무엇 고유 확장 보편화 고민
기대안하고 봤는데 재밌었다,대안 재밌다
"헌트릭스가 케이팝이고, 케이팝은 헌트릭스다.",트릭 트릭
호랑이 당장 우리 집으로 ..,호랑이 당장 우리
노래 완전 중독성 없욜마 소다팝 마 리를 소다팝,노래 완전 중독 없욜마
"엑스맨 미스틱, 겨울왕국 엘사처럼 드러내면 배척받는 소수자성을 가진 주인공이 자신의 그 점과 불화하다가 결국 그걸 수용하는데 미스틱이랑 엘사는 각자의 방식으로 납득가게 소화했는데 루미는 흑화하려는 줄 알았는데 갑자기 또 그게 아님,, 감정선이나 동기 같은게 잘 이해가 안갔음 진우도 그렇고.. 분량이 더 많았는데 많이 편집된거같은느낌",엑스맨 미스틱 겨울왕국 엘사 배척 소수자 주인공 자신 불화 수용 미스틱 엘사 각자 방식 납득 가게 소화 루미 흑화 갑자기 그게 정선 동기 이해 진우도 분량 편집 된거
기세다! 기세가 좋다,기세 기세
"현대식으로 잘 표현한 무당과 요괴, 찐하게 묻어있는 한국의 색채.",현대 표현 무당 요괴 한국 색채
